building_id,building_id_inf,contributor,publication,region,country,city,lat,lon,climate,building_type,cooling_type,year,records,has_age,has_ec,has_timestamp,timezone,met_source,isd_station,isd_distance,database,quality_assurance
490,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
491,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,11,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
492,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
493,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
494,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,11,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
495,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
496,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
497,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
498,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
499,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
500,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
501,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
502,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
503,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
504,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
505,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
506,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
507,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
508,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,1,no,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
509,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,12,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
510,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
511,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
512,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
513,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
514,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
515,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
516,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
517,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,10,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
518,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
519,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
520,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,1,no,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
521,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,1,no,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
522,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,shimla,31.1048145,77.1734033,monsoon-influenced temperate oceanic,multifamily housing,NA,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,420830-99999,0.8,2.1,pass
523,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,107,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
524,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,119,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
525,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,92,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
526,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,108,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
527,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,107,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
528,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,117,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
529,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,23,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
530,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,naturally ventilated,1987,122,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
531,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,naturally ventilated,1987,115,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
532,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,naturally ventilated,1987,123,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
533,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,146,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
534,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,123,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
535,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,101,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
536,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,134,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
537,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,122,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
538,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,147,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
539,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,air conditioned,1987,145,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
540,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,naturally ventilated,1986,121,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
541,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,naturally ventilated,1987,132,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
542,no,Gail Brager,"Schiller, G. E. (1990) A comparison of measured and predicted comfort in office buildings. ASHRAE Transactions, 96(1).",americas,usa,san francisco,37.7749295,-122.4194155,mediterranean,office,naturally ventilated,1987,136,no,no,yes,America/Los_Angeles,rp884,NA,NA,1.0,pass
543,no,Harimi Djamila,https://doi.org/10.1016/j.enbuild.2020.109761,asia,malaysia,kota kinabalu,5.980408,116.0734568,tropical rainforest,classroom,air conditioned,2017,46,no,yes,yes,Asia/Kuching,NA,964710-99999,5.4,2.1,pass
544,no,Harimi Djamila,https://doi.org/10.1016/j.enbuild.2020.109761,asia,malaysia,kota kinabalu,5.980408,116.0734568,tropical rainforest,classroom,air conditioned,2018,36,no,yes,yes,Asia/Kuching,NA,964710-99999,5.4,2.1,pass
545,no,Harimi Djamila,https://doi.org/10.1016/j.enbuild.2020.109761,asia,malaysia,kota kinabalu,5.980408,116.0734568,tropical rainforest,classroom,air conditioned,2018,37,no,yes,yes,Asia/Kuching,NA,964710-99999,5.4,2.1,pass
546,no,Harimi Djamila,https://doi.org/10.1016/j.enbuild.2020.109761,asia,malaysia,kota kinabalu,5.980408,116.0734568,tropical rainforest,classroom,air conditioned,2018,52,no,yes,yes,Asia/Kuching,NA,964710-99999,5.4,2.1,pass
547,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1994,19,no,no,yes,Europe/London,rp884,033233-99999,9.4,1.0,pass
548,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1994,8,no,no,yes,Europe/London,rp884,033233-99999,9.4,1.0,pass
549,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1994,140,no,no,yes,Europe/London,rp884,033233-99999,9.4,1.0,pass
550,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1994,31,no,no,yes,Europe/London,rp884,033233-99999,9.4,1.0,pass
551,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1994,44,no,no,yes,Europe/London,rp884,033233-99999,9.4,1.0,pass
552,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1994,31,no,no,yes,Europe/London,rp884,033233-99999,9.4,1.0,pass
553,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1994,67,no,no,yes,Europe/London,rp884,033233-99999,9.4,1.0,pass
554,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,naturally ventilated,1995,36,no,no,yes,Europe/London,rp884,033233-99999,9.4,1.0,pass
555,no,Ruth Williams,"Williams, R. N. (1995). A field investigation of thermal comfort environmental satisfaction and perceived control levels in UK office buildings. Healthy Buildings. Vol. 3 pp. 1181-1186.",europe,uk,merseyside,53.3976041,-2.9436643,west coast marine,office,mixed mode,1994,121,no,no,yes,Europe/London,rp884,033233-99999,9.4,1.0,pass
556,yes,Bertug Ozarisoy & Hasim Altan,https://doi.org/10.1016/j.buildenv.2021.108013,asia,cyprus,famagusta,35.1149116,33.919245,subtropical hot and dry,multifamily housing,mixed mode,2018,100,yes,yes,no,Asia/Famagusta,NA,NA,NA,2.1,fail
557,yes,Cornelia Moosmann,https://doi.org/10.1016/j.enbuild.2007.02.013,europe,germany,karlsruhe,49.0068901,8.4036527,temperate oceanic,office,naturally ventilated,2005,424,categorical,yes,yes,Europe/Berlin,original_data,107275-99999,34.7,2.0,pass
558,yes,Michael Adebamowo,"Akande, O. K., & Adebamowo, M. A. (2010, April). Indoor thermal comfort for residential buildings in hot-dry climate of Nigeria. In Proceedings of Conference: Adapting to Change: New Thinking on Comfort, Cumberland Lodge, Windsor, UK (Vol. 911, p. 133144).",africa,nigeria,bauchi,10.3059966,9.8403959,tropical wet savanna,multifamily housing,naturally ventilated,2009,149,categorical,no,no,Africa/Lagos,NA,NA,NA,2.0,fail
