building_id,building_id_inf,contributor,publication,region,country,city,lat,lon,climate,building_type,cooling_type,year,records,has_age,has_ec,has_timestamp,timezone,met_source,isd_station,isd_distance,database
333,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,mixed mode,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
334,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,mixed mode,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
335,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,mixed mode,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
336,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,mixed mode,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
337,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,mixed mode,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
338,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,mixed mode,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
339,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,mixed mode,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
340,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,mixed mode,2020,20,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
341,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,naturally ventilated,2020,25,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
342,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,mixed mode,2020,11,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
343,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,mixed mode,2020,15,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
344,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,naturally ventilated,2020,15,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
345,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,naturally ventilated,2020,19,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
346,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,naturally ventilated,2020,17,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
347,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,mixed mode,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
348,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,mixed mode,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
349,no,Rajan Rawal,"Rawal et al., 2022 (ongoing)",asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,naturally ventilated,2020,17,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7864,2.1
